Tree,Asset 1,Asset 2,Family,Kendall's Tau,DF
13,WBO,ADH,gaussian,0.0227,
13,ADH,MST,gaussian,-0.0064,
13,MST,SPP,gaussian,-0.0002,
13,SPP,CLS,gaussian,0.015,
13,CLS,PIK,student,0.0057,11.64993510801193
13,PIK,AFT,gaussian,0.0224,
13,AFT,SEB,gaussian,0.0433,
13,ACT,RLO,gaussian,0.004,
13,SEB,ACT,gaussian,0.0052,
13,ACT,EMH,gaussian,-0.0022,
13,EMH,EMN,gaussian,-0.0136,
13,EMN,AME,gaussian,-0.0057,
13,AME,SBK,gaussian,-0.0027,
14,INL,NPN,gaussian,-0.0337,
14,NPN,PPC,gaussian,0.0438,
14,NPK,INL,student,0.0196,7.66387801195691
14,INL,NPN,gaussian,0.0021,
14,NPN,PPC,gaussian,0.0141,
14,BVT,DSY,gaussian,-0.0025,
14,DSY,OUT,gaussian,0.0122,
14,OUT,MTM,gaussian,0.0052,
14,MTM,SPG,gaussian,0.0333,
14,SPG,MTN,gaussian,0.0076,
14,PPC,DTC,student,0.0845,6.753003565332112
14,DTC,MTN,student,0.0278,12.15273893596949
14,MTN,HDC,student,0.0135,15.175523571432727
14,HDC,VOD,gaussian,0.0133,
14,VOD,TKG,gaussian,0.013,
14,DSY,OUT,student,-0.0052,13.789739916435183
14,OUT,MTN,gaussian,0.0095,
14,MTN,HDC,gaussian,0.026,
14,HDC,VOD,student,0.0306,12.493356103777474
14,VOD,TKG,student,0.009,16.95238253678298
14,TKG,ABG,student,0.0254,10.593989629652116
14,ABG,TFG,gaussian,0.0168,
14,TFG,MRP,gaussian,0.0246,
14,MRP,TRU,gaussian,-0.001,
14,TRU,WHL,gaussian,0.0131,
14,WHL,SHP,gaussian,0.0173,
14,SHP,RLO,gaussian,0.0213,
14,RLO,WBO,student,0.0148,18.256563579886755
14,WBO,ADH,gaussian,0.0233,
14,ADH,MST,gaussian,0.0153,
14,MST,SPP,gaussian,0.0043,
14,SPP,CLS,gaussian,0.001,
14,CLS,PIK,gaussian,0.0351,
14,PIK,AFT,gaussian,0.0036,
14,AFT,SEB,student,0.0217,17.42115531010091
14,SEB,ACT,gaussian,0.0068,
14,RLO,WBO,student,-0.0075,12.428932177079254
14,ACT,EMH,gaussian,0.0018,
14,EMH,EMN,gaussian,0.0094,
14,EMN,AME,gaussian,0.003,
14,AME,CLS,gaussian,0.0169,
15,NPN,PPC,gaussian,-0.0053,
15,PPC,DTC,student,0.0112,18.530399170199424
15,INL,NPN,student,0.0111,13.059752891513345
15,NPN,PPC,gaussian,0.0135,
15,PPC,DTC,gaussian,-0.0052,
15,DSY,OUT,gaussian,-0.0015,
15,OUT,MTM,gaussian,0.0085,
15,MTM,SPG,gaussian,0.0064,
15,SPG,MTN,student,0.0318,18.49690607590759
15,MTN,NTC,student,-0.0006,19.925806676216364
15,DTC,MTN,student,0.0184,11.759010650904244
15,MTN,HDC,gaussian,0.0207,
15,HDC,VOD,gaussian,0.0426,
15,VOD,TKG,gaussian,0.0267,
15,TKG,ABG,gaussian,0.032,
15,OUT,MTN,gaussian,0.0062,
15,MTN,HDC,gaussian,0.0246,
15,HDC,VOD,student,0.0015,12.825231077738902
15,VOD,TKG,gaussian,0.0085,
15,TKG,ABG,gaussian,0.0062,
15,ABG,TFG,gaussian,0.0154,
15,TFG,MRP,gaussian,0.0305,
15,MRP,TRU,gaussian,0.0258,
15,TRU,WHL,gaussian,0.009,
15,WHL,SHP,gaussian,0.0316,
15,SHP,RLO,gaussian,0.0086,
15,RLO,WBO,gaussian,0.003,
15,WBO,ADH,gaussian,0.0122,
15,ADH,MST,gaussian,0.0143,
15,MST,SPP,gaussian,-0.0047,
15,SPP,CLS,gaussian,0.007,
15,CLS,PIK,gaussian,0.0162,
15,PIK,AFT,gaussian,0.0036,
15,AFT,SEB,gaussian,0.0307,
15,SEB,ACT,gaussian,0.0015,
15,ACT,BEL,gaussian,0.0194,
15,WBO,EMH,gaussian,0.0137,
15,EMH,EMN,gaussian,0.0075,
15,EMN,AME,gaussian,-0.0066,
15,AME,ABG,gaussian,0.0013,
16,PPC,DTC,gaussian,-0.0082,
16,DTC,MTN,gaussian,0.0196,
16,NPN,PPC,gaussian,0.0121,
16,PPC,DTC,gaussian,0.021,
16,DTC,MTN,gaussian,-0.0026,
16,OUT,MTM,gaussian,0.0133,
16,MTM,SPG,gaussian,0.0231,
16,SPG,MTN,gaussian,0.0386,
16,MTN,NTC,gaussian,0.0143,
16,NTC,NPK,gaussian,-0.0008,
16,MTN,HDC,gaussian,0.0189,
16,HDC,VOD,gaussian,0.0028,
16,VOD,TKG,gaussian,0.0052,
16,TKG,ABG,gaussian,0.0421,
16,ABG,TFG,gaussian,0.0125,
16,MTN,HDC,gaussian,-0.0004,
16,HDC,VOD,gaussian,-0.0037,
16,VOD,TKG,gaussian,0.0173,
16,TKG,ABG,gaussian,0.0048,
16,ABG,TFG,student,0.015,20.20554821838753
16,TFG,MRP,student,0.0457,16.541006458680418
16,MRP,TRU,gaussian,0.0145,
16,TRU,WHL,gaussian,0.0054,
16,WHL,SHP,gaussian,-0.0049,
16,SHP,RLO,gaussian,0.0431,
16,RLO,WBO,student,0.0382,18.569586601766964
16,WBO,ADH,student,0.0038,19.04117130970641
16,ADH,MST,student,0.0238,17.35492043548481
16,MST,SPP,gaussian,0.0188,
16,SPP,CLS,gaussian,0.0381,
16,CLS,PIK,gaussian,0.0392,
16,PIK,AFT,gaussian,0.007,
16,AFT,SEB,gaussian,-0.0039,
16,SEB,ACT,gaussian,0.003,
16,ACT,BEL,gaussian,0.0156,
16,BEL,EMH,gaussian,0.0247,
16,EMH,EMN,gaussian,-0.0066,
16,EMN,AME,gaussian,0.0124,
16,AME,RLO,gaussian,0.0047,
17,DTC,MTN,gaussian,-0.0077,
17,MTN,HDC,gaussian,0.013,
17,PPC,DTC,student,0.0291,11.647882998026613
17,DTC,MTN,student,0.0411,18.345377784512547
17,MTN,ART,student,0.0008,23.14573095213363
17,MTM,SPG,gaussian,-0.0248,
17,SPG,MTN,gaussian,0.0146,
17,MTN,NTC,gaussian,0.0099,
17,NTC,NPK,gaussian,0.0142,
17,NPK,HDC,gaussian,-0.0021,
17,HDC,VOD,gaussian,0.0211,
17,VOD,TKG,student,0.0043,14.136329149356285
17,TKG,ABG,gaussian,0.0304,
17,ABG,TFG,gaussian,0.0301,
17,TFG,MRP,gaussian,0.0138,
17,HDC,VOD,gaussian,0.003,
17,VOD,TKG,gaussian,0.005,
17,TKG,ABG,gaussian,0.0043,
17,ABG,TFG,student,0.005,22.23959365938485
17,TFG,MRP,gaussian,0.0066,
17,MRP,TRU,student,0.0099,24.250602924888216
17,TRU,WHL,gaussian,0.0072,
17,WHL,SHP,gaussian,0.0289,
17,SHP,RLO,gaussian,-0.0117,
17,RLO,WBO,gaussian,0.0151,
17,WBO,ADH,gaussian,0.0609,
17,ADH,MST,gaussian,0.0295,
17,MST,SPP,gaussian,-0.0005,
17,SPP,CLS,gaussian,0.0283,
17,CLS,PIK,gaussian,0.0362,
17,PIK,AFT,gaussian,0.0147,
17,AFT,SEB,gaussian,0.0206,
17,SEB,ACT,gaussian,0.0086,
17,ACT,BEL,gaussian,-0.0073,
17,BEL,EMH,gaussian,-0.0046,
17,EMH,EMN,gaussian,0.0014,
17,EMN,AME,gaussian,0.0088,
17,AME,WBO,gaussian,-0.0076,
18,MTN,HDC,gaussian,-0.011,
18,HDC,VOD,student,0.0087,20.54827597739013
18,DTC,MTN,gaussian,0.0245,
18,MTN,ART,gaussian,0.0092,
18,ART,GND,gaussian,-0.0026,
18,SPG,MTN,gaussian,-0.016,
18,MTN,NTC,gaussian,0.0052,
18,NTC,NPK,gaussian,0.0073,
18,NPK,HDC,student,0.0224,14.293138153019704
18,HDC,VOD,student,-0.0041,17.08821131533378
18,VOD,TKG,gaussian,0.0044,
18,TKG,ABG,gaussian,0.0224,
18,ABG,TFG,gaussian,0.0191,
18,TFG,MRP,gaussian,0.0288,
18,MRP,INP,gaussian,-0.0056,
18,VOD,TKG,gaussian,0.0106,
18,TKG,ABG,student,0.014,17.5079764974873
18,ABG,TFG,student,-0.0151,22.107368365459813
18,TFG,MRP,gaussian,-0.0006,
18,MRP,TRU,gaussian,-0.005,
18,TRU,WHL,gaussian,0.0247,
18,WHL,SHP,student,0.0521,15.291838397126622
18,SHP,RLO,gaussian,0.0009,
18,RLO,WBO,gaussian,0.0163,
18,WBO,ADH,gaussian,0.0083,
18,ADH,MST,gaussian,0.0472,
18,MST,SPP,student,0.0098,17.29199060870415
18,SPP,CLS,gaussian,0.0398,
18,CLS,PIK,gaussian,0.0211,
18,PIK,AFT,gaussian,0.0096,
18,AFT,SEB,gaussian,0.001,
18,SEB,ACT,gaussian,-0.0008,
18,ACT,BEL,gaussian,0.0049,
18,BEL,EMH,gaussian,-0.0039,
18,EMH,EMN,gaussian,0.0215,
18,EMN,AME,gaussian,-0.0025,
18,AME,BEL,gaussian,0.0042,
19,HDC,VOD,gaussian,-0.0093,
19,VOD,TKG,gaussian,0.0264,
19,MTN,ART,gaussian,0.0182,
19,ART,GND,gaussian,0.0033,
19,GND,KAP,gaussian,0.0235,
19,MTN,NTC,gaussian,0.0015,
19,NTC,NPK,gaussian,0.0193,
19,NPK,HDC,gaussian,0.0025,
19,HDC,VOD,student,0.0339,16.4958793095568
19,VOD,TKG,gaussian,0.0088,
19,TKG,ABG,student,0.0242,10.765045630160152
19,ABG,TFG,gaussian,0.0124,
19,TFG,MRP,gaussian,0.0297,
19,MRP,INP,gaussian,0.0229,
19,INP,AGL,gaussian,0.0048,
19,TKG,ABG,gaussian,0.027,
19,ABG,TFG,gaussian,-0.017,
19,TFG,MRP,gaussian,-0.0125,
19,MRP,TRU,gaussian,-0.0043,
19,TRU,WHL,student,-0.0041,26.59921845070945
19,WHL,SHP,gaussian,0.0119,
19,SHP,RLO,gaussian,0.0019,
19,RLO,WBO,student,0.0292,17.476266025332894
19,WBO,ADH,gaussian,0.0129,
19,ADH,MST,gaussian,0.0068,
19,MST,SPP,gaussian,0.0374,
19,SPP,CLS,gaussian,0.0148,
19,CLS,PIK,gaussian,0.0265,
19,PIK,AFT,gaussian,-0.0092,
19,AFT,SEB,gaussian,0.0111,
19,SEB,ACT,gaussian,-0.0027,
19,ACT,BEL,gaussian,-0.0015,
19,BEL,EMH,gaussian,-0.0134,
19,EMH,EMN,gaussian,-0.0104,
19,EMN,AME,gaussian,0.0003,
19,AME,ADH,gaussian,0.0029,
20,VOD,TKG,gaussian,0.0209,
20,TKG,ABG,gaussian,-0.01,
20,ART,GND,gaussian,-0.0098,
20,GND,KAP,student,0.0084,12.341548978499855
20,KAP,HDC,gaussian,0.0413,
20,NTC,NPK,gaussian,0.0019,
20,NPK,HDC,gaussian,0.0014,
20,HDC,VOD,gaussian,0.0175,
20,VOD,TKG,gaussian,0.0127,
20,TKG,ABG,gaussian,-0.0093,
20,ABG,TFG,gaussian,0.0008,
20,TFG,MRP,gaussian,0.0394,
20,MRP,INP,gaussian,-0.0019,
20,INP,AGL,gaussian,0.0004,
20,AGL,BTI,gaussian,0.0412,
20,ABG,TFG,gaussian,-0.0044,
20,TFG,MRP,student,-0.0123,21.490915696339286
20,MRP,TRU,gaussian,-0.0145,
20,TRU,WHL,gaussian,-0.0089,
20,WHL,SHP,gaussian,0.0213,
20,SHP,RLO,gaussian,0.0232,
20,RLO,WBO,gaussian,0.0169,
20,WBO,ADH,student,0.0384,21.094892796615174
20,ADH,MST,gaussian,0.0186,
20,MST,SPP,gaussian,0.0201,
20,SPP,CLS,gaussian,0.0137,
20,CLS,PIK,gaussian,0.0058,
20,PIK,AFT,gaussian,0.0214,
20,AFT,SEB,gaussian,0.0189,
20,SEB,ACT,gaussian,-0.0037,
20,ACT,BEL,gaussian,-0.0056,
20,BEL,EMH,gaussian,0.0102,
20,EMH,EMN,gaussian,-0.016,
20,EMN,AME,gaussian,0.0029,
20,AME,MST,gaussian,0.0021,
21,TKG,ABG,gaussian,-0.0115,
21,ABG,TFG,gaussian,-0.0026,
21,GND,KAP,gaussian,0.0358,
21,KAP,HDC,gaussian,0.0398,
21,HDC,VOD,gaussian,-0.0014,
21,NPK,HDC,gaussian,0.015,
21,HDC,VOD,gaussian,0.0055,
21,VOD,TKG,gaussian,-0.0017,
21,TKG,ABG,student,0.0113,21.76550096516771
21,ABG,TFG,gaussian,0.0052,
21,TFG,MRP,gaussian,0.0307,
21,MRP,INP,gaussian,0.0463,
21,INP,AGL,student,0.0108,14.29209039589965
21,AGL,BTI,gaussian,0.0003,
21,BTI,ANG,gaussian,0.0067,
21,TFG,MRP,gaussian,0.0016,
21,MRP,TRU,gaussian,-0.0188,
21,TRU,WHL,gaussian,0.0043,
21,WHL,SHP,gaussian,-0.0098,
21,SHP,RLO,gaussian,-0.0176,
21,RLO,WBO,student,0.066,14.796326059976133
21,WBO,ADH,gaussian,0.0075,
21,ADH,MST,gaussian,-0.0037,
21,MST,SPP,gaussian,0.0118,
21,SPP,CLS,gaussian,0.0181,
21,CLS,PIK,gaussian,-0.0106,
21,PIK,AFT,student,0.0262,20.950379261375847
21,AFT,SEB,gaussian,0.0054,
21,SEB,ACT,gaussian,-0.0095,
21,ACT,BEL,gaussian,0.0119,
21,BEL,EMH,gaussian,0.008,
21,EMH,EMN,gaussian,0.0052,
21,EMN,AME,gaussian,-0.0068,
21,AME,NED,gaussian,0.0108,
22,ABG,TFG,gaussian,-0.0111,
22,TFG,MRP,gaussian,0.0224,
22,KAP,HDC,student,-0.0002,18.43298288891119
22,HDC,VOD,gaussian,0.0208,
22,VOD,TKG,gaussian,0.0033,
22,HDC,VOD,gaussian,-0.0002,
22,VOD,TKG,gaussian,-0.0119,
22,TKG,ABG,student,0.0178,18.79408334021677
22,ABG,TFG,student,-0.0087,21.19182187660799
22,TFG,MRP,gaussian,0.0182,
22,MRP,INP,gaussian,0.0078,
22,INP,AGL,student,0.0025,23.77139551593716
22,AGL,BTI,gaussian,-0.0025,
22,BTI,ANG,gaussian,-0.0003,
22,ANG,GFI,gaussian,0.0184,
22,MRP,TRU,gaussian,-0.0055,
22,TRU,WHL,gaussian,-0.0127,
22,WHL,SHP,gaussian,0.0027,
22,SHP,RLO,gaussian,-0.0136,
22,RLO,WBO,student,-0.0037,23.478888716730378
22,WBO,ADH,student,0.0649,12.583047972767764
22,ADH,MST,gaussian,-0.0002,
22,MST,SPP,gaussian,0.0082,
22,SPP,CLS,student,0.012,23.463442296315822
22,CLS,PIK,student,0.0644,19.418509790057385
22,PIK,AFT,student,0.0017,23.19653383898857
22,AFT,SEB,gaussian,0.0192,
22,SEB,ACT,gaussian,-0.0031,
22,ACT,BEL,gaussian,0.0032,
22,BEL,EMH,gaussian,0.0206,
22,EMH,EMN,gaussian,0.0009,
22,EMN,AME,gaussian,-0.0077,
22,AME,FSR,gaussian,0.0123,
23,TFG,MRP,gaussian,0.0235,
23,MRP,INP,gaussian,0.0323,
23,HDC,VOD,gaussian,0.023,
23,VOD,TKG,gaussian,0.002,
23,TKG,ABG,gaussian,0.0137,
23,VOD,TKG,gaussian,0.0025,
23,TKG,ABG,gaussian,0.0086,
23,ABG,TFG,gaussian,0.0077,
23,TFG,MRP,gaussian,0.0036,
23,MRP,INP,gaussian,-0.0009,
23,INP,AGL,gaussian,0.0035,
23,AGL,BTI,gaussian,-0.0187,
23,BTI,ANG,gaussian,-0.0177,
23,ANG,GFI,gaussian,0.0173,
23,GFI,TRU,gaussian,0.0041,
23,TRU,WHL,student,-0.0014,21.343740117922987
23,WHL,SHP,gaussian,0.0128,
23,SHP,RLO,gaussian,-0.0001,
23,RLO,WBO,gaussian,0.0062,
23,WBO,ADH,gaussian,0.0127,
23,ADH,MST,gaussian,0.0173,
23,MST,SPP,gaussian,0.0077,
23,SPP,CLS,gaussian,0.0182,
23,CLS,PIK,gaussian,0.0051,
23,PIK,AFT,gaussian,0.0037,
23,AFT,SEB,gaussian,0.0231,
23,SEB,ACT,gaussian,-0.008,
23,ACT,BEL,gaussian,0.0069,
23,BEL,EMH,gaussian,0.0004,
23,EMH,EMN,gaussian,-0.0116,
23,EMN,AME,gaussian,-0.0115,
23,AME,INL,gaussian,0.0099,
24,MRP,INP,gaussian,0.0307,
24,INP,AGL,gaussian,0.0123,
24,VOD,TKG,gaussian,0.0004,
24,TKG,ABG,gaussian,0.0273,
24,ABG,TFG,student,0.0302,20.120698340795123
24,TKG,ABG,gaussian,0.0049,
24,ABG,TFG,gaussian,-0.0026,
24,TFG,MRP,gaussian,0.0159,
24,MRP,INP,gaussian,0.0204,
24,INP,AGL,gaussian,-0.0068,
24,AGL,BTI,gaussian,0.0187,
24,BTI,ANG,gaussian,0.0112,
24,ANG,GFI,gaussian,-0.0102,
24,GFI,TRU,gaussian,0.0052,
24,TRU,WHL,gaussian,-0.002,
24,WHL,SHP,gaussian,-0.0075,
24,SHP,RLO,gaussian,0.0013,
24,RLO,WBO,gaussian,-0.0023,
24,WBO,ADH,gaussian,0.0308,
24,ADH,MST,gaussian,0.0137,
24,MST,SPP,gaussian,0.0221,
24,SPP,CLS,gaussian,0.001,
24,CLS,PIK,gaussian,0.0277,
24,PIK,AFT,student,0.0387,20.531085783951756
24,AFT,SEB,gaussian,-0.0053,
24,SEB,ACT,gaussian,0.0151,
24,ACT,BEL,gaussian,-0.0013,
24,BEL,EMH,gaussian,0.0084,
24,EMH,EMN,gaussian,0.0113,
24,EMN,AME,gaussian,0.0159,
24,AME,SLM,gaussian,-0.0074,
25,INP,AGL,gaussian,-0.0169,
25,AGL,BTI,gaussian,0.0229,
25,TKG,ABG,gaussian,0.0139,
25,ABG,TFG,gaussian,-0.0005,
25,TFG,MRP,gaussian,0.0488,
25,ABG,TFG,gaussian,-0.0074,
25,TFG,MRP,gaussian,0.0026,
25,MRP,INP,gaussian,0.0095,
25,INP,AGL,gaussian,0.0035,
25,AGL,BTI,gaussian,0.0034,
25,BTI,ANG,gaussian,-0.0046,
25,ANG,GFI,gaussian,0.0028,
25,GFI,TRU,gaussian,-0.0159,
25,TRU,WHL,gaussian,0.0323,
25,WHL,SHP,gaussian,0.0174,
25,SHP,RLO,gaussian,0.0047,
25,RLO,WBO,gaussian,-0.0143,
25,WBO,ADH,gaussian,-0.0144,
25,ADH,MST,gaussian,0.0035,
25,MST,SPP,student,-0.0016,19.23758387047603
25,SPP,CLS,gaussian,0.0072,
25,CLS,PIK,gaussian,0.0187,
25,PIK,AFT,gaussian,0.011,
25,AFT,SEB,gaussian,-0.0076,
25,SEB,ACT,gaussian,0.0082,
25,ACT,BEL,gaussian,-0.0065,
25,BEL,EMH,gaussian,-0.0109,
25,EMH,EMN,gaussian,-0.021,
25,EMN,AME,gaussian,-0.0176,
25,AME,REM,gaussian,-0.0099,
26,AGL,BTI,gaussian,-0.0091,
26,BTI,ANG,student,0.029,22.69546806718891
26,ABG,TFG,gaussian,-0.0008,
26,TFG,MRP,gaussian,0.0173,
26,MRP,INP,gaussian,0.0194,
26,TFG,MRP,gaussian,0.0037,
26,MRP,INP,gaussian,0.0173,
26,INP,AGL,gaussian,0.011,
26,AGL,BTI,student,0.0688,17.441628421200466
26,BTI,ANG,gaussian,0.0108,
26,ANG,GFI,gaussian,0.0039,
26,GFI,TRU,gaussian,0.0022,
26,TRU,WHL,gaussian,0.0203,
26,WHL,SHP,gaussian,0.0206,
26,SHP,RLO,gaussian,-0.0177,
26,RLO,WBO,gaussian,0.0013,
26,WBO,ADH,gaussian,-0.0028,
26,ADH,MST,gaussian,-0.0021,
26,MST,SPP,student,0.0158,17.21955280719327
26,SPP,CLS,gaussian,-0.0123,
26,CLS,PIK,gaussian,-0.0072,
26,PIK,AFT,gaussian,0.0256,
26,AFT,SEB,gaussian,0.0109,
26,SEB,ACT,gaussian,0.0255,
26,ACT,BEL,gaussian,0.0142,
26,BEL,EMH,student,0.0119,17.970533593940687
26,EMH,EMN,gaussian,0.0025,
26,EMN,AME,gaussian,-0.0155,
26,AME,BVT,gaussian,0.0106,
27,BTI,ANG,gaussian,0.0125,
27,ANG,ART,student,0.0204,17.538087768551573
27,TFG,MRP,gaussian,0.0126,
27,MRP,INP,gaussian,0.0237,
27,INP,AGL,gaussian,0.0129,
27,MRP,INP,gaussian,-0.0129,
27,INP,AGL,gaussian,-0.0096,
27,AGL,BTI,gaussian,0.0053,
27,BTI,ANG,gaussian,-0.0092,
27,ANG,GFI,gaussian,0.0121,
27,GFI,TRU,gaussian,-0.0092,
27,TRU,WHL,gaussian,0.0107,
27,WHL,SHP,gaussian,0.0163,
27,SHP,RLO,gaussian,-0.0011,
27,RLO,WBO,student,0.047,9.795151892354859
27,WBO,ADH,gaussian,-0.0116,
27,ADH,MST,gaussian,-0.0049,
27,MST,SPP,gaussian,0.004,
27,SPP,CLS,gaussian,-0.0105,
27,CLS,PIK,gaussian,-0.0057,
27,PIK,AFT,gaussian,0.0195,
27,AFT,SEB,gaussian,-0.004,
27,SEB,ACT,gaussian,0.0187,
27,ACT,BEL,gaussian,-0.0029,
27,BEL,EMH,gaussian,-0.0114,
27,EMH,EMN,gaussian,0.0135,
27,EMN,AME,gaussian,0.0183,
27,AME,DSY,gaussian,0.0052,
28,ANG,ART,gaussian,0.0101,
28,ART,GND,gaussian,0.0029,
28,MRP,INP,gaussian,0.0017,
28,INP,AGL,gaussian,0.007,
28,AGL,BTI,gaussian,-0.0012,
28,INP,AGL,gaussian,-0.0149,
28,AGL,BTI,gaussian,0.0211,
28,BTI,ANG,gaussian,-0.0123,
28,ANG,GFI,student,0.0103,15.706127658431708
28,GFI,TRU,student,0.014,16.82109208789543
28,TRU,WHL,gaussian,-0.0013,
28,WHL,SHP,gaussian,0.0291,
28,SHP,RLO,gaussian,0.0083,
28,RLO,WBO,gaussian,0.0254,
28,WBO,ADH,student,0.0177,18.241538754465207
28,ADH,MST,gaussian,-0.0073,
28,MST,SPP,gaussian,-0.0,
28,SPP,CLS,gaussian,0.0117,
28,CLS,PIK,gaussian,-0.0069,
28,PIK,AFT,gaussian,0.0002,
28,AFT,SEB,gaussian,0.0096,
28,SEB,ACT,gaussian,0.001,
28,ACT,BEL,gaussian,-0.002,
28,BEL,EMH,gaussian,-0.0003,
28,EMH,EMN,gaussian,0.0079,
28,EMN,AME,gaussian,-0.0007,
28,AME,MTN,gaussian,-0.0074,
29,ART,GND,gaussian,0.0003,
29,GND,KAP,gaussian,-0.0045,
29,INP,AGL,gaussian,-0.0076,
29,AGL,BTI,gaussian,-0.0135,
29,BTI,CAT,gaussian,-0.0179,
29,AGL,BTI,gaussian,-0.0029,
29,BTI,ANG,gaussian,0.0059,
29,ANG,GFI,gaussian,-0.0133,
29,GFI,TRU,gaussian,-0.0073,
29,TRU,WHL,gaussian,0.0162,
29,WHL,SHP,gaussian,0.0137,
29,SHP,RLO,gaussian,0.0158,
29,RLO,WBO,gaussian,0.0412,
29,WBO,ADH,gaussian,-0.0013,
29,ADH,MST,gaussian,0.0217,
29,MST,SPP,gaussian,-0.007,
29,SPP,CLS,gaussian,0.0021,
29,CLS,PIK,gaussian,0.029,
29,PIK,AFT,gaussian,0.0145,
29,AFT,SEB,gaussian,0.0118,
29,SEB,ACT,gaussian,-0.0076,
29,ACT,BEL,gaussian,-0.0062,
29,BEL,EMH,gaussian,0.0188,
29,EMH,EMN,student,-0.0109,20.99657150771357
29,EMN,AME,gaussian,0.0219,
29,AME,HDC,gaussian,0.0088,
30,GND,KAP,gaussian,0.0037,
30,KAP,CAT,gaussian,0.011,
30,AGL,BTI,gaussian,0.0198,
30,BTI,CAT,gaussian,-0.0053,
30,CAT,ISA,gaussian,-0.0016,
30,BTI,ANG,gaussian,-0.0016,
30,ANG,GFI,gaussian,-0.0022,
30,GFI,TRU,gaussian,-0.0011,
30,TRU,WHL,gaussian,0.0004,
30,WHL,SHP,gaussian,0.0044,
30,SHP,RLO,gaussian,0.0097,
30,RLO,WBO,student,0.0369,21.34514296955387
30,WBO,ADH,gaussian,0.0449,
30,ADH,MST,gaussian,-0.0048,
30,MST,SPP,gaussian,0.0177,
30,SPP,CLS,student,0.0001,21.47549885117105
30,CLS,PIK,gaussian,0.0017,
30,PIK,AFT,gaussian,-0.0053,
30,AFT,SEB,gaussian,0.0233,
30,SEB,ACT,gaussian,0.0019,
30,ACT,BEL,gaussian,0.0039,
30,BEL,EMH,gaussian,-0.0146,
30,EMH,EMN,gaussian,-0.0038,
30,EMN,AME,gaussian,0.0205,
30,AME,VOD,gaussian,0.011,
31,KAP,CAT,gaussian,0.0184,
31,CAT,ISA,gaussian,-0.0058,
31,BTI,CAT,gaussian,0.0136,
31,CAT,ISA,gaussian,0.0053,
31,ISA,ANG,gaussian,-0.0069,
31,ANG,GFI,gaussian,-0.009,
31,GFI,TRU,gaussian,-0.0006,
31,TRU,WHL,gaussian,0.017,
31,WHL,SHP,gaussian,0.0001,
31,SHP,RLO,gaussian,0.0138,
31,RLO,WBO,student,0.0232,14.765636378398343
31,WBO,ADH,gaussian,0.023,
31,ADH,MST,gaussian,0.0318,
31,MST,SPP,gaussian,-0.0066,
31,SPP,CLS,gaussian,0.008,
31,CLS,PIK,gaussian,0.0092,
31,PIK,AFT,gaussian,-0.0021,
31,AFT,SEB,gaussian,-0.0061,
31,SEB,ACT,gaussian,0.012,
31,ACT,BEL,gaussian,-0.0137,
31,BEL,EMH,student,0.0059,21.911321523690376
31,EMH,EMN,gaussian,0.0132,
31,EMN,AME,gaussian,0.0055,
31,AME,TKG,gaussian,0.0107,
32,CAT,ISA,gaussian,0.0089,
32,ISA,CPI,gaussian,0.0073,
32,CAT,ISA,gaussian,0.0028,
32,ISA,ANG,gaussian,0.0021,
32,ANG,GFI,gaussian,-0.0013,
32,GFI,TRU,gaussian,-0.0047,
32,TRU,WHL,gaussian,-0.0169,
32,WHL,SHP,gaussian,0.0002,
32,SHP,RLO,student,-0.0032,23.80080764484665
32,RLO,WBO,student,0.0262,19.749785676830044
32,WBO,ADH,student,0.0107,17.180859262339077
32,ADH,MST,gaussian,0.0015,
32,MST,SPP,student,0.0259,16.914601332693
32,SPP,CLS,gaussian,0.0375,
32,CLS,PIK,student,0.0092,15.524651243129794
32,PIK,AFT,gaussian,-0.0063,
32,AFT,SEB,student,0.0065,20.171326748420977
32,SEB,ACT,gaussian,0.0161,
32,ACT,BEL,gaussian,0.0117,
32,BEL,EMH,gaussian,0.0012,
32,EMH,EMN,gaussian,-0.0001,
32,EMN,AME,gaussian,0.0049,
32,AME,NPN,gaussian,0.0051,
33,ISA,CPI,gaussian,-0.0107,
33,CPI,SNT,gaussian,-0.005,
33,ISA,ANG,gaussian,-0.0081,
33,ANG,GFI,gaussian,-0.0166,
33,GFI,TRU,gaussian,-0.0004,
33,TRU,WHL,gaussian,0.0113,
33,WHL,SHP,gaussian,-0.0073,
33,SHP,RLO,gaussian,-0.0119,
33,RLO,WBO,gaussian,0.0468,
33,WBO,ADH,gaussian,0.0228,
33,ADH,MST,gaussian,0.0059,
33,MST,SPP,gaussian,-0.0042,
33,SPP,CLS,gaussian,-0.0015,
33,CLS,PIK,gaussian,0.0031,
33,PIK,AFT,gaussian,0.0111,
33,AFT,SEB,gaussian,-0.0122,
33,SEB,ACT,gaussian,0.0014,
33,ACT,BEL,gaussian,0.0067,
33,BEL,EMH,gaussian,0.0091,
33,EMH,EMN,gaussian,0.0134,
33,EMN,AME,gaussian,-0.018,
33,AME,OUT,gaussian,0.0081,
34,CPI,SNT,gaussian,0.0404,
34,SNT,IVT,gaussian,-0.0113,
34,ANG,GFI,gaussian,-0.0044,
34,GFI,TRU,gaussian,0.0039,
34,TRU,WHL,gaussian,0.015,
34,WHL,SHP,gaussian,0.0017,
34,SHP,RLO,gaussian,0.0073,
